,id,month,rest_size,application
1248,15320,10,68,0
1249,15324,2,72,0
1250,15324,5,58,0
1251,15324,9,36,0
1252,15325,3,53,0
1253,15325,7,36,1
1254,15325,9,36,0
1255,15333,2,70,0
1256,15333,4,72,0
1257,15333,7,36,0
1258,15336,2,64,0
1259,15336,5,40,0
1260,15336,7,36,0
1261,15336,9,36,0
1262,15337,2,37,0
1263,15337,5,58,0
1264,15337,7,36,0
1265,15337,10,38,0
1266,15339,2,53,0
1267,15339,5,55,0
1268,15339,10,57,0
1269,15344,1,49,1
1270,15344,3,52,1
1271,15344,7,36,0
1272,15344,9,36,0
1273,15345,4,69,0
1274,15345,8,36,0
1275,15345,10,53,0
1276,15356,3,42,0
1277,15356,5,60,0
1278,15356,7,36,0
1279,15356,9,36,0
1280,15361,3,36,0
1281,15361,5,64,0
1282,15361,9,36,0
1283,15361,11,46,0
1284,15362,1,45,0
1285,15362,3,63,0
1286,15362,5,54,0
1287,15367,3,36,0
1288,15367,7,36,1
1289,15367,10,54,0
1290,85006,1,69,0
1291,85006,4,45,0
1292,85006,6,36,0
1293,85017,2,49,0
1294,85017,5,49,0
1295,85017,10,38,0
1296,85017,12,36,0
1297,85142,1,66,1
1298,85142,3,60,0
1299,85142,5,52,0
1300,85143,5,68,1
1301,85143,8,36,0
1302,85143,10,44,0
1303,85143,12,36,0
1304,85157,2,39,1
1305,85157,5,61,0
1306,85157,7,36,1
1307,85157,10,47,0
1308,85158,5,62,0
1309,85158,8,36,0
1310,85158,10,53,0
1311,85160,3,70,1
1312,85160,5,48,1
1313,85160,7,36,0
1314,85193,2,37,1
1315,85193,5,73,1
1316,85193,7,36,0
1317,85193,9,36,0
1318,85196,7,36,0
1319,85196,11,47,0
1320,85197,2,72,0
1321,85197,4,49,0
1322,85197,5,19,0
1323,85197,8,36,0
1324,85198,2,40,0
1325,85198,5,54,0
1326,85198,10,49,0
1327,85198,12,36,0
1328,85203,1,48,1
1329,85203,4,44,0
1330,85203,6,36,0
1331,85203,10,45,0
1332,85225,2,47,0
1333,85225,4,38,0
1334,85225,8,36,0
1335,85225,10,46,0
1336,85305,3,52,0
1337,85305,5,48,0
1338,85305,10,64,1
1339,85317,2,37,0
1340,85317,5,42,0
1341,85317,7,36,0
1342,85317,10,58,1
1343,85327,4,56,0
1344,85327,7,36,1
1345,85327,11,36,1
1346,85345,2,59,0
1347,85345,4,72,1
1348,85345,6,36,0
1349,85346,1,58,0
1350,85346,3,59,0
1351,85346,6,19,0
1352,85346,7,17,0
1353,85369,2,52,0
1354,85369,10,47,0
1355,85369,12,36,0
1356,85370,1,61,0
1357,85370,3,59,0
1358,85370,8,36,0
1359,85373,4,56,1
1360,85373,7,36,0
1361,85373,9,36,0
1362,85373,12,36,0
1363,85376,2,51,0
1364,85376,4,43,0
1365,85376,12,36,0
1366,85408,1,62,0
1367,85408,3,49,0
1368,85408,8,36,0
1369,85417,1,38,1
1370,85417,3,61,0
1371,85417,8,36,0
1372,85417,10,43,0
1373,85433,1,43,1
1374,85433,10,59,1
1375,85560,1,65,1
1376,85560,4,66,0
1377,85560,10,48,0
1378,85617,2,60,0
1379,85617,4,39,1
1380,85617,7,36,1
1381,85617,11,41,0
1382,85632,3,58,0
1383,85632,5,42,0
1384,85632,9,36,0
1385,85634,3,61,1
1386,85634,5,43,0
1387,85634,11,42,0
1388,86196,4,65,0
1389,86196,9,36,0
1390,86196,12,36,0
1391,86197,1,70,0
1392,86197,4,65,0
1393,86197,6,36,1
1394,86201,1,71,0
1395,86201,9,22,0
1396,86201,10,14,0
1397,86202,3,60,0
1398,86202,6,36,0
1399,86202,8,36,0
1400,86202,10,40,0
1401,86203,2,52,0
1402,86203,4,39,0
1403,86203,6,36,0
1404,86203,8,36,0
1405,86205,3,39,0
1406,86205,7,36,0
1407,86205,9,36,0
1408,86205,11,56,0
1409,86206,1,59,0
1410,86206,3,45,0
1411,86206,5,42,0
1412,86207,6,36,0
1413,86207,8,36,0
1414,86207,10,44,0
1415,86207,12,36,0
1416,86209,1,43,0
1417,86213,1,50,0
1418,86213,4,55,0
1419,86213,8,36,0
1420,86214,2,58,0
1421,86214,5,47,0
1422,86214,9,36,0
1423,86214,12,36,0
1424,86218,3,57,0
1425,86218,7,36,0
1426,86218,9,36,0
1427,86223,5,37,0
1428,86223,7,36,0
1429,86223,9,36,0
1430,86368,4,39,0
1431,86368,6,36,0
1432,86368,8,36,0
1433,86368,10,64,0
1434,86375,1,36,1
1435,86375,3,65,0
1436,86375,5,56,0
1437,86411,1,41,0
1438,86411,3,64,0
1439,86411,10,73,0
1440,86416,2,49,0
1441,86416,4,52,1
1442,86416,7,36,0
1443,86416,10,44,0
1444,86460,1,73,1
1445,86460,3,50,1
1446,86460,5,40,1
1447,86486,1,40,0
1448,86486,3,56,0
1449,86486,5,37,0
1450,86486,7,36,0
1451,86524,2,58,0
1452,86524,4,40,0
1453,86524,12,36,0
1454,86531,1,40,0
1455,86531,4,57,0
1456,86531,10,55,0
1457,86782,1,56,0
1458,86782,4,70,1
1459,86782,11,51,0
1460,86819,1,51,0
1461,86819,5,54,0
1462,86819,11,49,0
1463,86828,1,43,1
1464,86828,4,49,1
1465,86828,6,36,0
1466,86828,8,36,1
1467,86896,3,47,0
1468,86896,5,66,0
1469,86896,9,36,0
1470,86926,2,73,0
1471,86926,5,40,1
1472,86926,8,36,0
1473,86927,2,42,0
1474,86927,9,36,0
1475,86927,12,36,0
1476,86942,1,46,1
1477,86942,6,36,0
1478,86942,8,36,1
1479,86942,10,55,1
1480,86988,3,67,1
1481,86988,5,52,0
1482,86988,10,64,1
1483,86989,4,41,1
1484,86989,6,36,1
1485,86989,10,41,0
1486,86989,12,36,1
1487,87004,5,66,0
1488,87004,7,36,0
1489,87004,9,36,0
1490,87022,1,41,0
1491,87022,3,36,0
1492,87022,6,36,0
1493,87022,8,36,0
1494,87038,4,46,0
1495,87038,6,36,0
1496,87038,8,36,0
1497,87038,12,36,0
1498,87237,9,36,0
1499,87237,11,58,0
1500,87255,2,70,0
1501,87255,10,48,0
1502,87255,12,36,1
1503,87609,1,73,0
1504,87609,4,55,0
1505,87609,8,36,0
1506,87620,6,36,0
1507,87620,9,36,0
1508,87620,11,44,1
1509,87709,1,49,0
1510,87709,3,58,0
1511,87709,5,38,0
1512,87709,7,36,1
1513,87711,7,36,1
1514,87711,10,38,0
1515,87711,12,36,0
1516,87716,5,63,0
1517,87716,9,36,0
1518,87716,11,41,0
1519,87717,3,64,0
1520,87717,8,36,0
1521,87717,11,55,1
1522,87718,4,61,1
1523,87718,6,36,0
1524,87718,12,36,0
1525,87721,1,41,0
1526,87721,3,66,0
1527,87735,4,38,0
1528,87735,8,36,0
1529,87735,10,55,0
1530,87735,12,36,0
1531,87737,1,55,0
1532,87737,4,36,1
1533,87737,6,36,0
1534,87738,3,67,1
1535,87738,5,41,1
1536,87738,7,36,1
1537,87738,9,36,0
1538,87747,4,70,1
1539,87747,9,36,0
1540,87747,11,64,0
1541,87752,2,57,1
1542,87752,5,69,1
1543,87752,9,36,0
1544,87767,2,49,0
1545,87767,9,36,0
1546,87767,11,43,0
1547,87774,2,45,1
1548,87774,4,69,0
1549,87774,6,36,0
1550,87795,5,47,1
1551,87795,7,36,0
1552,87795,9,36,1
1553,87796,1,66,0
1554,87796,6,36,0
1555,87796,9,36,0
1556,87812,1,36,0
1557,87812,3,70,0
1558,87812,8,36,0
1559,87812,11,40,0
1560,87832,5,39,0
1561,87832,9,36,0
1562,87832,12,36,0
1563,87834,2,56,1
1564,87834,4,58,1
1565,87834,9,36,1
1566,87835,4,44,0
1567,87835,7,36,0
1568,87835,11,46,0
1569,87860,1,60,0
1570,87860,4,65,0
1571,87860,8,36,0
1572,87893,2,53,0
1573,87893,5,49,0
1574,87893,7,36,0
1575,87893,12,36,0
1576,87902,1,39,0
1577,87902,4,70,1
1578,87902,7,36,0
1579,87945,2,59,0
1580,87945,4,69,0
1581,87945,6,36,0
1582,88018,4,57,0
1583,88018,9,36,0
1584,88018,11,54,0
1585,88086,3,61,1
1586,88086,5,37,0
1587,88086,7,36,0
1588,88086,9,36,1
1589,88281,1,36,1
1590,88281,3,36,0
1591,88281,7,36,1
1592,88281,10,72,1
1593,88434,1,54,0
1594,88434,3,48,0
1595,88434,5,56,0
1596,88502,5,58,1
1597,88502,7,36,0
1598,88502,9,36,0
1599,88502,12,36,0
1600,88819,1,64,0
1601,88819,3,58,0
1602,88819,7,36,1
1603,88842,3,38,0
1604,88842,8,36,0
1605,88842,11,68,0
1606,89433,3,45,1
1607,89433,9,36,0
1608,89623,1,64,0
1609,89623,5,72,0
1610,89623,7,36,0
1611,89627,1,44,1
1612,89627,4,53,1
1613,89627,6,36,0
1614,89627,8,36,0
1615,90502,2,46,0
1616,90502,5,37,0
1617,90502,8,36,0
1618,90502,10,58,0
1619,90513,3,56,0
1620,90513,5,49,0
1621,90513,10,49,1
1622,90582,1,67,0
1623,90582,5,39,0
1624,90582,7,36,0
1625,90657,5,59,0
1626,90657,8,23,0
1627,90657,9,13,0
1628,90657,11,71,0
1629,91083,3,56,0
1630,91083,5,57,0
1631,91083,8,36,0
1632,91572,1,40,1
1633,91572,4,68,0
1634,91572,6,36,0
1635,91573,1,60,1
1636,91573,3,72,0
1637,91573,5,46,0
1638,91708,4,51,0
1639,91708,9,36,1
1640,91708,11,60,1
1641,91881,2,64,1
1642,91881,4,61,0
1643,91881,8,36,1
1644,91946,1,73,0
1645,91946,3,40,0
1646,91946,5,55,0
1647,92171,3,58,0
1648,92171,6,36,0
1649,92171,10,59,0
1650,92262,2,49,0
1651,92262,5,42,0
1652,92262,12,36,0
1653,92288,1,65,0
1654,92288,3,53,0
1655,92288,5,47,0
1656,92312,3,41,0
1657,92312,5,55,0
1658,92312,8,36,0
1659,92312,10,43,0
1660,93173,1,49,0
1661,93173,5,40,1
1662,93173,9,36,1
1663,93180,4,54,0
1664,93180,8,36,0
1665,93180,12,36,0
1666,93250,2,55,0
1667,93250,10,45,0
1668,93271,4,50,1
1669,93271,7,36,0
1670,93271,9,36,0
1671,93271,11,54,1
1672,93457,2,68,0
1673,93457,5,65,1
1674,93457,7,36,0
1675,93625,1,63,1
1676,93625,3,36,0
1677,93625,5,49,0
1678,93625,9,36,0
1679,94897,1,66,0
1680,94897,3,44,0
1681,94897,11,53,0
1682,94901,3,59,0
1683,94901,8,36,0
1684,95311,4,58,0
1685,95311,7,36,0
1686,95311,10,51,0
1687,95311,12,36,0
1688,95315,5,58,0
1689,95315,7,36,1
1690,95315,10,41,1
1691,95315,12,36,1
1692,95784,7,36,1
1693,95784,11,53,0
1694,95803,1,59,0
1695,95803,9,36,0
1696,95803,11,63,0
1697,95861,1,59,1
1698,95861,3,72,0
1699,95861,7,36,0
1700,95997,2,48,1
1701,95997,5,70,1
1702,95997,7,36,0
1703,96052,1,49,0
1704,96052,3,73,0
1705,96052,5,57,0
1706,96055,4,69,0
1707,96055,6,36,0
1708,96055,9,36,0
1709,96055,11,36,0
1710,96126,3,60,1
1711,96126,5,56,1
1712,96153,1,61,0
1713,96153,4,56,0
1714,96153,6,36,0
1715,96343,3,48,0
1716,96343,10,46,0
1717,96348,2,59,1
1718,96348,6,36,0
1719,96348,10,63,0
1720,96350,2,42,0
1721,96350,4,63,0
1722,96350,6,36,0
1723,96350,9,36,0
1724,96403,2,47,0
1725,96403,4,73,0
1726,96403,8,36,1
1727,96404,5,50,0
1728,96404,10,55,0
1729,96406,1,44,1
1730,96406,3,67,1
1731,96406,5,47,1
1732,96441,5,58,0
1733,96441,8,36,0
1734,96441,10,64,0
1735,96469,4,70,0
1736,96469,6,36,1
1737,96469,9,36,0
1738,96469,11,40,0
1739,96470,2,51,1
1740,96470,5,72,1
1741,96470,12,36,1
1742,96471,2,38,0
1743,96471,5,49,0
1744,96471,8,36,0
1745,96471,10,50,0
1746,96510,1,52,0
1747,96510,10,37,0
1748,96512,2,52,0
1749,96512,4,50,0
1750,96512,9,36,0
1751,96512,12,36,1
1752,96581,2,71,0
1753,96581,5,64,0
1754,96581,7,36,0
1755,96595,4,61,0
1756,96595,6,36,1
1757,96595,8,36,0
1758,96595,11,51,0
1759,96596,1,46,0
1760,96596,3,51,0
1761,96596,5,60,1
1762,96605,4,52,0
1763,96605,8,36,0
1764,96605,11,55,0
1765,96606,5,67,1
1766,96606,9,36,1
1767,96617,10,42,1
1768,96618,2,54,0
1769,96618,8,36,0
1770,96618,11,59,0
1771,96625,4,69,0
1772,96625,7,36,0
1773,96625,10,45,0
1774,96656,1,39,0
1775,96656,3,40,0
1776,96656,8,36,0
1777,96656,10,61,0
1778,96677,2,71,0
1779,96677,4,63,0
1780,96677,10,50,0
1781,96720,1,69,0
1782,96720,3,55,0
1783,96720,5,36,0
1784,96747,2,68,0
1785,96747,5,57,0
1786,96747,11,49,0
1787,96776,1,53,0
1788,96776,4,59,1
1789,96776,7,36,1
1790,97017,3,52,0
1791,97017,8,36,0
1792,97017,12,36,0
1793,97832,1,72,1
1794,97832,4,63,0
1795,97832,7,36,1
1796,97851,5,45,0
1797,97851,8,36,0
1798,97851,11,66,0
1799,98700,3,57,1
1800,98700,6,36,0
1801,98700,9,36,1
1802,98700,12,36,1
1803,99848,3,52,0
1804,99848,7,36,0
1805,99848,9,36,0
1806,100335,1,44,0
1807,100335,4,65,1
1808,100335,7,36,0
1809,100335,10,39,1
1810,103432,4,64,1
1811,103432,8,36,1
1812,103432,10,73,1
